"codigo","classe","descricao","kcal","proteina_g","carboidratos_g","gorduras_g","fibras_g","sodio_mg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0540B","Vegetais e derivados","Salada, pimentão verde, amarelo e vermelho crus, c/ azeite de oliva, c/ sal,","59","1.01","3.34","4.22","1.59","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0113B","Vegetais e derivados","Alho, refogado (c/ óleo de soja), s/ sal, Allium sativum,","433","8.09","32","29.3","4.54","7.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0047D","Gorduras e óleos","Óleo, milho, frito, Zea mays,","900","0","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0037K","Produtos açucarados","Chantily, em pó, preparado, Chantineve,","202","3","28.7","8.3","0","51.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0508N","Alimentos para fins especiais","Papa de mamão, banana e melão, s/ açúcar,","59","0.81","12.5","0.2","1.76","3.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0009J","Ovos e derivados","Ovo, galinha, gema, desidratada, pasteurizada,","638","30","8","54","0","147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0096E","Pescados e Frutos do mar","Peixe, água doce, Pintado, cozido, s/ óleo, s/ sal, Pseudoplatystoma corruscans,","103","22.3","0","1.58","0","231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0075R","Alimentos industrializados","Torta, salgada, mistura p/, Oetker,","340","9.7","71.6","1.1","2.19","718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0711F","Carnes e derivados","Carne, frango, caipira, inteiro, crua (média de amostras c/ e s/ pele), Gallus gallus,","172","18.5","0","10.9","0","67.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0641A","Cereais e derivados","Rondele, ricota, s/ molho, caseiro, c/ sal, (massa com farinha de trigo, c/ ricota, c/ sal),","147","9.83","14.6","5.29","0.65","438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0789B","Vegetais e derivados","Farofa, ovos, s/ sal, (farinha de mandioca (aipim, macaxeira), ovo, azeitona, salsa, c/ óleo, cebola e alho, s/ sal),","311","4.5","46.8","10.9","3.95","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0055F","Carnes e derivados","Carne, boi, alcatra, crua (média de amostras frescas, resfriada, congelada), Bos taurus,","134","23.5","0.01","4.47","0","43.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0403A","Cereais e derivados","Trigo, grão, cru, Triticum spp.,","337","10.7","62.7","1.99","12.7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0045N","Alimentos para fins especiais","Bebida, chá, lata/garrafa, limão, light, Lipton,","1","0","0.28","0","0","0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0076N","Alimentos para fins especiais","Lasanha, pronta, industrializada, light,","99","6.81","12.2","2.23","1.3","181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0010U","Sementes e Oleaginosas","Coquetel de frutas secas, s/ casca, s/ sal, (uva passa, avelã, castanha do Brasil, amendoim torrado), Oetker,","538","19.6","44.6","31.2","1","365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0094G","Leite e derivados","Mousse de peixe, (pescada cozida, gelatina s/ sabor, maionese, mostarda, creme de leite, salsa, c/ caldo de vegetais, c/ pimenta-do-reino, c/ sal),","174","11.8","4.16","12.2","0.12","428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0022A","Cereais e derivados","Aveia, farinha, crua, Avena sativa,Mac Bits,","370","14.9","56.7","7","10.3","4.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0461E","Pescados e Frutos do mar","Peixe, água salgada, sardinha, filé, frito (c/ óleo de soja), s/ sal, Sardinella brasiliensis,","173","19.3","0","10.7","0","57.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0259E","Pescados e Frutos do mar","Camarão, Pitu, in natura, Macrobrachium wiegman,","108","23.6","0","1.58","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0322B","Vegetais e derivados","Purê, batata, inglesa, s/ sal, (batata, leite, margarina, s/ sal), Solanum tuberosum L.,","68","1.67","10.4","1.97","1.27","14.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0043J","Ovos e derivados","Tortilha, s/ sal, (ovos mexidos, batata frita, salsa, cebolinha, pimenta-do-reino, c/ óleo, cebola e alho, s/ sal),","216","6.93","15.6","13.3","3.34","64.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0091A","Cereais e derivados","Cereais, farinha, Neston,","364","12.9","70.3","2.08","6.25","258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0197N","Alimentos para fins especiais","Papa de carne bovina moída (acém), macarrão e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal,","126","11.8","4.86","6.37","0.93","22.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0938B","Vegetais e derivados","Charuto de repolho, c/ peito de frango, c/ molho de tomate, s/ sal, (repolho branco, recheado com arroz e peito de frango refogado, c/ molho de tomate  (tomate, c/ óleo, cebolha e alho), s/ sal),","85","7.43","7.65","2.39","1.3","149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0164C","Frutas e derivados","Suco, tangerina, c/ açúcar,","45","0.2","11.1","0","0","0.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0282F","Carnes e derivados","Carne, boi, quarto traseiro, s/ gordura, grelhada, s/ óleo, c/ sal,","223","31.9","0.49","10.3","0","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1049B","Vegetais e derivados","Purê, batata inglesa, abóbora (jerimum), c/ manteiga, leite, s/ sal,","75","1.4","5.86","4.71","1.65","7.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0895F","Carnes e derivados","Dobradinha, c/ feijão branco, bucho bovino, batata, cenoura, tomate, pimentão, cebolinha e salsinha, c/ óleo, cebola e alho, s/ sal,","74","6.41","6.17","2.23","1.84","24.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1060A","Cereais e derivados","Sanduíche, hambúrguer frango grelhado (c/ pão hambúrguer), c/ queijo muçarelca, alface, tomate e maionese,","240","10.6","22","11.9","1.19","538","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1006F","Carnes e derivados","Carne, rã, coxa e dorso, crua, Rana catesbeiana,","82","18.1","0","1.09","0","72.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0043H","Bebidas","Bebida, café, c/ leite (meio a meio), c/ açúcar,","59","1.72","9.42","1.55","0","31.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0526B","Vegetais e derivados","Salada, pepino, s/ óleo, s/ sal,","10","0.7","1.2","0.09","1.04","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0012K","Produtos açucarados","Cocada, branca,","445","1.12","77.8","13.6","3.57","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0199A","Cereais e derivados","Pizza, massa, assada, (farinha de trigo, óleo, fermento biológico, sal e açúcar),","326","9.37","60.6","4.72","1.99","637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0149B","Vegetais e derivados","Almeirão, refogado (c/ óleo, cebola e alho), c/ sal,","86","1.68","1.08","7.2","5.07","145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0098G","Bebidas","Bebida, leite desnatado, c/ chocolate em pó (10%), c/ açúcar,","73","3.32","13.5","0.65","0","45.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0908F","Carnes e derivados","Carne, frango, pé, cozido, c/ óleo de soja, cebola e alho, c/ sal, Gallus gallus,","212","18.6","0.75","15","0.12","243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0913F","Carnes e derivados","Carne, porco, pé, cozido, s/ óleo, c/ sal,","231","21.8","0","16","0","252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0083H","Bebidas","Bebida, café - infusão 6% - suave, c/ leite desnatado (meio a meio),  s/ açúcar,","22","1.69","3.48","0.2","0","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0287N","Alimentos para fins especiais","Papa de peixe (pescada branca) e cará, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal,","99","8.72","5.82","4.29","1.01","32.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0297F","Carnes e derivados","Carne, boi, contra-filé, grelhado/frito, c/ óleo e cebola, s/ sal,","317","26.9","0.44","23.1","0.12","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0096H","Bebidas","Bebida, café descafeinado - infusão 6% - suave, c/ leite (meio a meio), ""média"", c/ açúcar,","60","1.53","3.14","1.71","0.26","32.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0793F","Carnes e derivados","Carne, peru, coxa, s/ pele, cozida, drenada, s/ óleo, c/ sal, Meleagris gallopavo,","189","23.5","0","10.6","0","218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0203E","Pescados e Frutos do mar","Peixe, água salgada, salmão, filé, s/ pele, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Salmo salar L.,","200","19.6","4.01","11.7","0.05","137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0063E","Pescados e Frutos do mar","Peixe, água salgada, merluza, filé, cru, Merlucius hubbsi,","83","16.2","0.02","2.02","0","79.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0029L","Miscelâneas","Mostarda, molho,","60","3.74","1.83","3.34","4","1104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0515B","Vegetais e derivados","Salada, cenoura cozida, cebola, s/ óleo, s/ sal,","24","0.89","3.57","0.18","2.14","3.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0109A","Cereais e derivados","Lasanha, massa fresca, c/ ovos, industrializada, cozida,","160","5.81","30.9","1.16","1.64","206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0019E","Pescados e Frutos do mar","Peixe, água doce, corvina de água doce, cru, Plagioscions squamossissimus,","96","18.1","0.03","2.64","0","45.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0439E","Pescados e Frutos do mar","Peixe, água salgada, salmão, filé, s/ pele, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Salmo salar L.,","362","24.7","16.1","21.9","0.96","144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0787A","Cereais e derivados","Milho verde e ervilha, grão, enlatado, drenado,","100","4.28","15.7","1.22","4.75","342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0043R","Alimentos industrializados","Mousse, maracujá, mistura p/, Oetker,","445","9","74.5","12.1","1.2","1306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0019F","Carnes e derivados","Carne, boi, quarto traseiro, s/ gordura, cozida, s/ óleo, s/ sal, Bos taurus,","201","30.1","0","9.02","0","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0917A","Cereais e derivados","Pão de mel, c/ recheio de brigadeiro, c/ cobertura, (farinha de trigo, ovo, açúcar, canela em pó, cacau em pó, leite, amido de milho, manteiga, brigadeiro e chocolate ao leite),","361","5.52","46.4","16.8","1.05","224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0251F","Carnes e derivados","Frango, asa, c/ pele, crua, Gallus gallus,","208","18.1","0","15.1","0","96.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
